81|Visuals and Graphics|14|0
80|User Interface|8|0
79|Overhaul|7|0
76|Monsters and Creatures|18|0
75|Modders resources and tutorials|6|0
74|Miscellaneous|2|0
73|Items|16|0
72|Immersion|11|0
71|Gameplay Changes|19|0
70|Difficulty|9|0
69|Dialogue|10|0
68|Combat|5|0
67|Classes: New|4|65
66|Classes: Modified|17|65
65|Classes||0
64|Bug Fixes|3|0
63|Balancing|15|0
62|Skins|12|0
